laua,laua_name,All Premises,All Matched Premises,SFBB availability (% premises),UFBB availability (% premises),Full Fibre availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,% of premises below the USO,% of premises with NGA,% of premises able to receive decent broadband from FWA,% of premises able to receive SFBB from FWA,Number of premises with SFBB availability,Number of premises with UFBB availability,Number of premises with Full Fibre availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises below the USO,Number of premises with NGA,Number of premises able to receive decent broadband from FWA,Number of premises able to receive SFBB from FWA,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed
E07000133,MELTON,24617,24545,93.6,46.0,1.9,0.8,1.9,3.1,6.1,3.6,97.1,2.4,1.3,23039,11335,456,192,466,763,1506,896,23899,593,328,11704,11335,192,274,297,743,47.5,46.0,0.8,1.1,1.2,3.0
E07000187,MENDIP,55476,55360,83.9,26.4,3.6,0.7,2.7,6.1,15.9,6.7,93.7,0.2,0.2,46558,14659,1984,369,1503,3376,8802,3728,52003,115,115,31899,14659,369,1134,1873,5426,57.5,26.4,0.7,2.0,3.4,9.8
W06000024,MERTHYR TYDFIL,28414,28391,96.5,2.4,2.4,0.1,0.2,0.4,3.4,0.5,99.7,17.3,7.3,27420,685,685,40,69,113,971,137,28337,4916,2085,26735,685,40,29,44,858,94.1,2.4,0.1,0.1,0.2,3.0
E09000024,MERTON,89533,89507,98.4,83.7,24.0,0.0,0.0,0.2,1.6,0.6,98.4,0.0,0.0,88074,74909,21458,1,38,188,1433,504,88101,0,0,13165,74909,1,37,150,1245,14.7,83.7,0.0,0.0,0.2,1.4
N09000008,MID AND EAST ANTRIM,61576,60984,89.2,40.2,43.8,1.9,3.5,4.8,9.8,5.8,97.9,0.0,0.0,54932,24765,26987,1161,2133,2937,6052,3557,60254,0,0,30167,24765,1161,972,804,3115,49.0,40.2,1.9,1.6,1.3,5.1
E07000042,MID DEVON,37154,37020,78.2,4.2,4.2,1.9,5.8,10.7,21.4,11.4,91.9,7.6,3.7,29063,1578,1576,722,2145,3969,7957,4237,34145,2839,1386,27485,1578,722,1423,1824,3988,74.0,4.2,1.9,3.8,4.9,10.7
E07000203,MID SUFFOLK,48559,48453,89.9,8.9,8.2,0.6,1.3,2.7,9.9,3.0,97.9,0.0,0.0,43652,4337,3995,291,633,1321,4801,1453,47523,0,0,39315,4337,291,342,688,3480,81.0,8.9,0.6,0.7,1.4,7.2
E07000228,MID SUSSEX,69237,68866,94.6,20.3,17.3,0.1,0.3,0.9,4.9,1.4,99.0,0.0,0.0,65487,14025,12004,53,207,594,3379,969,68577,0,0,51462,14025,53,154,387,2785,74.3,20.3,0.1,0.2,0.6,4.0
N09000009,MID ULSTER,55426,54667,77.1,12.9,12.9,3.5,6.9,10.4,21.5,11.8,97.5,4.5,1.4,42737,7171,7171,1943,3799,5763,11930,6562,54042,2494,774,35566,7171,1943,1856,1964,6167,64.2,12.9,3.5,3.3,3.5,11.1
E06000002,MIDDLESBROUGH,67405,67388,96.4,89.4,0.9,0.1,0.6,1.1,3.6,1.4,96.7,0.9,0.0,64992,60232,638,66,383,735,2396,937,65162,614,23,4760,60232,66,317,352,1661,7.1,89.4,0.1,0.5,0.5,2.5
S12000019,MIDLOTHIAN,40209,40028,93.0,27.9,29.5,0.6,1.5,2.8,6.5,3.2,97.5,3.8,3.8,37403,11207,11849,242,594,1110,2625,1297,39223,1512,1512,26196,11207,242,352,516,1515,65.1,27.9,0.6,0.9,1.3,3.8
E06000042,MILTON KEYNES,120985,120859,97.3,58.6,54.9,0.1,0.5,1.2,2.6,1.4,98.6,0.0,0.0,117691,70938,66375,84,593,1461,3168,1727,119255,0,0,46753,70938,84,509,868,1707,38.6,58.6,0.1,0.4,0.7,1.4
E07000210,MOLE VALLEY,39719,39692,95.0,55.6,5.4,0.0,0.3,0.8,5.0,0.9,99.3,0.0,0.0,37724,22093,2159,18,103,308,1968,347,39456,0,0,15631,22093,18,85,205,1660,39.4,55.6,0.0,0.2,0.5,4.2
W06000021,MONMOUTHSHIRE,45402,45284,85.9,14.4,7.6,1.4,3.3,6.0,13.8,6.5,96.1,1.0,0.0,38997,6535,3449,626,1504,2744,6287,2951,43612,440,1,32462,6535,626,878,1240,3543,71.5,14.4,1.4,1.9,2.7,7.8
S12000020,MORAY,49142,48776,84.0,2.9,2.9,1.6,4.5,7.2,15.2,8.2,95.3,0.0,0.0,41285,1401,1401,791,2222,3522,7491,4048,46809,0,0,39884,1401,791,1431,1300,3969,81.2,2.9,1.6,2.9,2.6,8.1
S12000013,NA H-EILEANAN SIAR,16433,15049,74.1,2.8,2.8,2.8,4.6,6.4,17.4,15.1,87.7,0.0,0.0,12184,463,463,465,763,1048,2865,2476,14408,0,0,11721,463,465,298,285,1817,71.3,2.8,2.8,1.8,1.7,11.1
W06000012,NEATH PORT TALBOT,68808,68774,97.0,57.8,2.7,0.1,0.3,0.5,3.0,0.7,99.2,15.3,7.5,66743,39796,1832,102,228,362,2031,489,68229,10498,5152,26947,39796,102,126,134,1669,39.2,57.8,0.1,0.2,0.2,2.4
E07000091,NEW FOREST,87032,86928,93.1,23.3,9.7,0.5,1.0,1.7,6.8,1.9,98.9,0.0,0.0,81024,20247,8462,458,836,1466,5904,1626,86086,0,0,60777,20247,458,378,630,4438,69.8,23.3,0.5,0.4,0.7,5.1
E07000175,NEWARK AND SHERWOOD,58896,58773,95.6,51.5,11.4,0.3,0.9,1.4,4.2,1.6,98.8,0.0,0.0,56290,30320,6739,185,557,799,2483,943,58202,13,0,25970,30320,185,372,242,1684,44.1,51.5,0.3,0.6,0.4,2.9
E08000021,NEWCASTLE UPON TYNE,145247,145055,95.3,59.0,5.1,0.0,0.1,0.2,4.6,0.4,95.9,0.0,0.0,138386,85729,7429,16,82,336,6669,575,139357,0,0,52657,85729,16,66,254,6333,36.3,59.0,0.0,0.0,0.2,4.4
E07000195,NEWCASTLE-UNDER-LYME,60587,60447,96.4,64.7,10.9,0.0,0.3,0.7,3.3,1.0,98.9,1.8,0.4,58432,39218,6634,21,178,427,2015,598,59943,1068,237,19214,39218,21,157,249,1588,31.7,64.7,0.0,0.3,0.4,2.6
E09000025,NEWHAM,127209,126973,97.2,80.0,16.4,0.0,0.1,0.8,2.6,1.2,97.2,0.0,0.0,123645,101825,20820,3,74,1053,3328,1509,123661,0,0,21820,101825,3,71,979,2275,17.2,80.0,0.0,0.1,0.8,1.8
W06000022,NEWPORT,72530,72479,97.1,67.2,4.3,0.1,0.4,0.9,2.8,1.1,98.0,38.2,8.2,70442,48728,3123,74,268,642,2037,815,71104,27675,5975,21714,48728,74,194,374,1395,29.9,67.2,0.1,0.3,0.5,1.9
N09000010,"NEWRY, MOURNE AND DOWN",70690,69279,82.3,6.7,6.7,2.8,5.3,7.6,15.8,9.6,97.3,5.0,0.6,58143,4755,4755,2003,3736,5372,11136,6821,68757,3502,409,53388,4755,2003,1733,1636,5764,75.5,6.7,2.8,2.5,2.3,8.2
S12000021,NORTH AYRSHIRE,71797,71730,93.9,29.2,9.0,0.4,0.9,1.9,6.0,2.1,98.8,0.0,0.0,67413,20975,6440,311,671,1381,4317,1492,70958,0,0,46438,20975,311,360,710,2936,64.7,29.2,0.4,0.5,1.0,4.1
E07000043,NORTH DEVON,50755,50644,85.7,3.0,3.0,1.4,3.6,7.3,14.1,8.0,93.5,15.9,4.3,43508,1526,1526,688,1851,3726,7136,4068,47480,8076,2172,41982,1526,688,1163,1875,3410,82.7,3.0,1.4,2.3,3.7,6.7
E07000038,NORTH EAST DERBYSHIRE,48262,48231,90.9,21.9,20.4,0.4,1.3,2.7,9.0,3.1,98.0,0.0,0.0,43872,10546,9844,173,646,1310,4359,1473,47319,0,0,33326,10546,173,473,664,3049,69.1,21.9,0.4,1.0,1.4,6.3
E06000012,NORTH EAST LINCOLNSHIRE,73898,73831,97.0,87.8,0.5,0.1,0.8,1.3,2.9,1.6,97.7,25.9,19.7,71698,64901,385,69,602,925,2133,1192,72195,19137,14541,6797,64901,69,533,323,1208,9.2,87.8,0.1,0.7,0.4,1.6
E07000099,NORTH HERTFORDSHIRE,60706,60646,95.7,69.5,1.9,0.1,0.5,1.2,4.2,1.4,97.9,0.0,0.0,58085,42164,1145,53,286,746,2561,845,59445,0,0,15921,42164,53,233,460,1815,26.2,69.5,0.1,0.4,0.8,3.0
E07000139,NORTH KESTEVEN,54368,54297,93.5,33.8,3.3,0.7,1.4,2.2,6.3,2.5,97.8,4.9,3.1,50847,18393,1815,360,768,1206,3450,1382,53199,2654,1675,32454,18393,360,408,438,2244,59.7,33.8,0.7,0.8,0.8,4.1
S12000050,NORTH LANARKSHIRE,163937,163850,97.8,73.9,7.5,0.1,0.3,0.6,2.1,0.7,99.1,0.0,0.0,160369,121117,12228,82,516,1061,3481,1194,162384,0,0,39252,121117,82,434,545,2420,23.9,73.9,0.1,0.3,0.3,1.5
E06000013,NORTH LINCOLNSHIRE,80423,80265,93.7,40.8,1.6,0.7,1.3,2.1,6.1,2.3,97.3,52.0,43.9,75347,32849,1279,535,1041,1655,4918,1860,78219,41855,35276,42498,32849,535,506,614,3263,52.8,40.8,0.7,0.6,0.8,4.1
E07000147,NORTH NORFOLK,60151,60065,89.6,3.2,3.2,0.6,2.1,3.5,10.3,3.7,97.4,0.1,0.1,53877,1904,1898,332,1265,2118,6188,2245,58605,61,61,51973,1904,332,933,853,4070,86.4,3.2,0.6,1.6,1.4,6.8
E06000024,NORTH SOMERSET,103411,102665,90.5,32.0,8.8,0.3,1.0,2.3,8.8,3.2,95.6,0.0,0.0,93571,33106,9119,287,991,2396,9094,3284,98910,0,0,60465,33106,287,704,1405,6698,58.5,32.0,0.3,0.7,1.4,6.5
E08000022,NORTH TYNESIDE,101970,101762,98.2,62.5,1.0,0.0,0.1,0.5,1.6,0.7,99.1,0.0,0.0,100135,63728,983,22,148,474,1627,721,101050,0,0,36407,63728,22,126,326,1153,35.7,62.5,0.0,0.1,0.3,1.1
E07000218,NORTH WARWICKSHIRE,30136,30091,95.2,23.4,8.7,0.4,1.1,1.7,4.6,1.9,99.3,0.0,0.0,28698,7049,2630,114,331,500,1393,563,29919,0,0,21649,7049,114,217,169,893,71.8,23.4,0.4,0.7,0.6,3.0
E07000134,NORTH WEST LEICESTERSHIRE,47936,47893,95.4,63.0,3.8,0.1,0.8,1.4,4.5,1.5,99.0,0.0,0.0,45752,30212,1824,63,384,653,2141,728,47435,0,0,15540,30212,63,321,269,1488,32.4,63.0,0.1,0.7,0.6,3.1
E07000154,NORTHAMPTON,107472,104720,95.3,67.8,3.9,0.0,0.3,0.6,2.1,3.4,95.6,1.2,0.0,102440,72875,4172,16,351,634,2280,3664,102694,1258,5,29565,72875,16,335,283,1646,27.5,67.8,0.0,0.3,0.3,1.5
E06000057,NORTHUMBERLAND,155874,155560,92.9,7.6,3.8,0.9,1.8,2.6,6.9,2.9,98.5,5.4,0.6,144741,11793,5971,1376,2746,4088,10819,4571,153551,8480,888,132948,11793,1376,1370,1342,6731,85.3,7.6,0.9,0.9,0.9,4.3
E07000148,NORWICH,59035,58537,98.0,81.4,0.2,0.0,0.0,0.5,1.2,1.4,98.1,0.0,0.0,57829,48048,96,0,6,283,708,807,57888,0,0,9781,48048,0,6,277,425,16.6,81.4,0.0,0.0,0.5,0.7
E06000018,NOTTINGHAM,149314,149251,97.0,88.0,10.6,0.0,0.2,0.4,3.0,0.5,97.2,0.0,0.0,144833,131435,15898,3,312,602,4418,783,145059,0,0,13398,131435,3,309,290,3816,9.0,88.0,0.0,0.2,0.2,2.6
E07000219,NUNEATON AND BEDWORTH,60779,60759,99.0,75.8,3.6,0.0,0.1,0.2,1.0,0.3,99.6,0.0,0.0,60150,46086,2194,10,75,128,609,158,60524,0,0,14064,46086,10,65,53,481,23.1,75.8,0.0,0.1,0.1,0.8
E07000135,OADBY AND WIGSTON,25356,25301,98.8,76.3,2.4,0.0,0.0,0.1,1.0,0.5,99.1,0.0,0.0,25040,19341,606,0,4,21,261,130,25130,0,0,5699,19341,0,4,17,240,22.5,76.3,0.0,0.0,0.1,0.9
E08000004,OLDHAM,98405,98292,98.2,74.0,8.8,0.1,0.2,0.3,1.7,0.4,99.6,0.0,0.0,96612,72851,8646,57,151,320,1680,438,98024,0,0,23761,72851,57,94,169,1360,24.1,74.0,0.1,0.1,0.2,1.4
S12000023,ORKNEY ISLANDS,12728,12207,63.7,0.6,0.6,4.1,9.6,20.9,32.2,25.4,76.2,0.0,0.0,8106,79,79,526,1220,2656,4101,3236,9695,0,0,8027,79,526,694,1436,1445,63.1,0.6,4.1,5.5,11.3,11.4
E07000178,OXFORD,66611,66513,97.4,80.2,1.8,0.0,0.0,0.4,2.4,0.6,97.6,0.0,0.0,64904,53415,1193,0,29,260,1609,432,64983,0,0,11489,53415,0,29,231,1349,17.2,80.2,0.0,0.0,0.3,2.0
W06000009,PEMBROKESHIRE,65509,65401,87.0,5.2,5.2,1.7,4.1,6.9,12.9,7.5,94.8,5.0,2.1,56963,3410,3409,1140,2708,4539,8438,4912,62094,3263,1352,53553,3410,1140,1568,1831,3899,81.7,5.2,1.7,2.4,2.8,6.0
E07000122,PENDLE,43591,43537,96.0,52.3,1.3,0.4,0.9,1.2,3.8,1.4,99.0,57.4,21.3,41866,22793,580,170,393,543,1671,610,43138,25013,9288,19073,22793,170,223,150,1128,43.8,52.3,0.4,0.5,0.3,2.6
S12000048,PERTH AND KINROSS,78184,77774,84.7,32.1,1.8,1.6,4.1,7.4,14.7,8.3,94.8,0.0,0.0,66247,25117,1415,1243,3215,5812,11527,6527,74140,0,0,41130,25117,1243,1972,2597,5715,52.6,32.1,1.6,2.5,3.3,7.3
E06000031,PETERBOROUGH,91317,91229,97.7,72.9,31.2,0.1,0.3,0.5,2.2,0.7,98.8,0.0,0.0,89196,66575,28511,88,298,494,2033,629,90192,0,0,22621,66575,88,210,196,1539,24.8,72.9,0.1,0.2,0.2,1.7
E06000026,PLYMOUTH,125537,125153,96.6,85.2,1.3,0.0,0.2,0.9,3.1,1.4,96.9,19.2,2.9,121213,106917,1665,2,225,1144,3940,1722,121645,24054,3629,14296,106917,2,223,919,2796,11.4,85.2,0.0,0.2,0.7,2.2
E06000044,PORTSMOUTH,96333,95921,96.3,90.7,4.3,0.0,0.3,0.7,3.3,1.3,96.5,0.0,0.0,92782,87333,4164,1,277,677,3139,1298,92944,0,0,5449,87333,1,276,400,2462,5.7,90.7,0.0,0.3,0.4,2.6
W06000023,POWYS,69158,68200,76.8,15.4,15.4,3.5,7.5,12.7,21.8,14.5,87.8,10.1,2.1,53137,10629,10627,2445,5174,8767,15063,10054,60732,7014,1462,42508,10629,2445,2729,3593,6296,61.5,15.4,3.5,3.9,5.2,9.1
E07000123,PRESTON,68251,68103,97.4,66.7,4.0,0.0,0.1,0.5,2.4,0.8,98.5,61.3,51.5,66466,45506,2741,27,53,364,1637,533,67225,41812,35147,20960,45506,27,26,311,1273,30.7,66.7,0.0,0.0,0.5,1.9
E06000038,READING,76298,76218,98.4,84.9,9.8,0.0,0.1,0.2,1.5,0.5,98.7,0.0,0.0,75108,64803,7503,3,80,145,1110,351,75270,0,0,10305,64803,3,77,65,965,13.5,84.9,0.0,0.1,0.1,1.3
E09000026,REDBRIDGE,110074,109984,98.0,86.1,15.9,0.0,0.1,0.2,1.9,0.4,98.2,0.0,0.0,107890,94733,17545,14,68,258,2094,452,108145,0,0,13157,94733,14,54,190,1836,12.0,86.1,0.0,0.0,0.2,1.7
E06000003,REDCAR AND CLEVELAND,67932,67906,96.4,84.9,0.9,0.2,0.6,1.5,3.6,1.8,97.8,0.4,0.0,65489,57651,587,116,437,996,2417,1216,66441,277,0,7838,57651,116,321,559,1421,11.5,84.9,0.2,0.5,0.8,2.1
E07000236,REDDITCH,39273,39239,98.4,77.9,1.8,0.0,0.0,0.1,1.5,0.2,99.1,2.6,1.4,38648,30589,706,2,14,40,591,81,38918,1029,545,8059,30589,2,12,26,551,20.5,77.9,0.0,0.0,0.1,1.4
E07000211,REIGATE AND BANSTEAD,63902,63881,97.7,70.3,3.1,0.0,0.1,0.2,2.3,0.3,99.7,0.0,0.0,62412,44946,2010,14,72,144,1469,177,63738,0,0,17466,44946,14,58,72,1325,27.3,70.3,0.0,0.1,0.1,2.1
S12000038,RENFREWSHIRE,94377,94342,96.7,72.6,9.4,0.1,0.3,0.7,3.2,1.0,98.3,0.0,0.0,91300,68534,8887,69,288,632,3042,924,92749,0,0,22766,68534,69,219,344,2410,24.1,72.6,0.1,0.2,0.4,2.6
W06000016,RHONDDA CYNON TAF,118686,118445,97.4,14.1,3.7,0.0,0.1,0.5,2.4,0.8,99.0,21.3,10.9,115627,16710,4365,55,122,586,2818,1007,117552,25338,12990,98917,16710,55,67,464,2232,83.3,14.1,0.0,0.1,0.4,1.9
E07000124,RIBBLE VALLEY,29823,29788,89.8,11.5,8.2,0.7,2.4,4.2,10.1,4.4,98.6,61.0,20.8,26788,3434,2460,215,709,1264,3000,1312,29392,18193,6189,23354,3434,215,494,555,1736,78.3,11.5,0.7,1.7,1.9,5.8
E09000027,RICHMOND UPON THAMES,88910,88813,97.8,81.9,14.4,0.0,0.0,0.3,2.0,0.5,98.0,0.0,0.0,86997,72843,12787,1,18,273,1816,438,87125,0,0,14154,72843,1,17,255,1543,15.9,81.9,0.0,0.0,0.3,1.7
E07000166,RICHMONDSHIRE,25446,25349,83.6,11.4,4.0,2.4,5.0,8.5,16.0,9.0,95.9,35.0,19.7,21279,2907,1014,607,1266,2173,4070,2298,24393,8908,5010,18372,2907,607,659,907,1897,72.2,11.4,2.4,2.6,3.6,7.5
E08000005,ROCHDALE,100860,100741,97.9,63.8,8.7,0.0,0.1,0.3,2.0,0.5,99.4,0.0,0.0,98726,64398,8814,22,97,304,2015,462,100240,0,0,34328,64398,22,75,207,1711,34.0,63.8,0.0,0.1,0.2,1.7
E07000075,ROCHFORD,37623,37516,95.7,9.7,5.3,0.0,0.2,0.5,4.0,0.8,99.0,0.0,0.0,35996,3633,1984,2,57,198,1520,311,37239,0,0,32363,3633,2,55,141,1322,86.0,9.7,0.0,0.1,0.4,3.5
E07000125,ROSSENDALE,34814,34678,95.1,43.2,0.8,0.1,0.7,0.9,4.6,1.3,98.8,5.6,5.5,33091,15026,275,26,249,326,1587,467,34404,1966,1900,18065,15026,26,223,77,1261,51.9,43.2,0.1,0.6,0.2,3.6
E07000064,ROTHER,49202,49062,92.7,3.6,3.6,0.1,0.4,1.3,7.0,1.6,99.4,0.0,0.0,45621,1771,1771,56,190,646,3441,793,48884,0,0,43850,1771,56,134,456,2795,89.1,3.6,0.1,0.3,0.9,5.7
E08000018,ROTHERHAM,123995,123883,98.2,58.5,8.3,0.0,0.3,0.6,1.7,0.7,99.3,0.4,0.2,121716,72482,10244,41,324,693,2167,876,123073,527,216,49234,72482,41,283,369,1474,39.7,58.5,0.0,0.2,0.3,1.2
E07000220,RUGBY,50136,50057,96.0,58.6,6.7,0.4,0.7,1.1,3.8,1.5,98.2,0.0,0.0,48141,29356,3359,185,327,573,1916,735,49245,0,0,18785,29356,185,142,246,1343,37.5,58.6,0.4,0.3,0.5,2.7
E07000212,RUNNYMEDE,38399,38370,96.7,66.8,2.8,0.0,0.0,0.7,3.3,0.7,98.4,0.0,0.0,37121,25642,1058,0,19,251,1249,282,37802,0,0,11479,25642,0,19,232,998,29.9,66.8,0.0,0.0,0.6,2.6
E07000176,RUSHCLIFFE,53713,53649,96.9,68.4,4.4,0.2,0.4,0.8,3.0,1.0,99.4,1.3,0.1,52057,36744,2347,89,215,450,1592,533,53384,716,58,15313,36744,89,126,235,1142,28.5,68.4,0.2,0.2,0.4,2.1
E07000092,RUSHMOOR,42463,42448,97.5,80.8,3.4,0.1,0.8,1.4,2.4,1.5,97.7,0.0,0.0,41410,34315,1462,42,326,595,1038,636,41483,0,0,7095,34315,42,284,269,443,16.7,80.8,0.1,0.7,0.6,1.0
E06000017,RUTLAND,18539,18516,93.4,11.3,11.3,0.3,0.5,0.8,6.5,0.9,99.4,0.0,0.0,17318,2091,2091,53,90,148,1198,173,18425,0,0,15227,2091,53,37,58,1050,82.1,11.3,0.3,0.2,0.3,5.7
E07000167,RYEDALE,30050,29770,82.6,6.9,6.9,3.2,5.9,8.7,16.5,9.8,94.2,22.2,12.5,24825,2062,2062,966,1773,2627,4945,2958,28318,6672,3771,22763,2062,966,807,854,2318,75.8,6.9,3.2,2.7,2.8,7.7
E08000006,SALFORD,127551,127474,96.0,81.1,54.9,0.0,0.5,1.7,3.9,2.2,96.2,1.8,0.0,122448,103467,70000,13,604,2160,5026,2831,122659,2236,0,18981,103467,13,591,1556,2866,14.9,81.1,0.0,0.5,1.2,2.2
E08000028,SANDWELL,141607,141520,99.3,74.3,4.0,0.0,0.0,0.2,0.6,0.3,99.4,0.0,0.0,140605,105222,5616,4,21,342,915,486,140751,0,0,35383,105222,4,17,321,573,25.0,74.3,0.0,0.0,0.2,0.4
E07000168,SCARBOROUGH,63096,63038,93.0,2.2,2.2,0.6,1.4,2.0,6.9,2.3,97.0,4.0,0.0,58679,1413,1410,391,853,1256,4359,1433,61224,2508,24,57266,1413,391,462,403,3103,90.8,2.2,0.6,0.7,0.6,4.9
S12000026,SCOTTISH BORDERS,61327,60796,85.6,6.2,4.1,1.7,4.2,7.5,13.5,8.8,95.0,14.6,0.6,52507,3832,2533,1020,2578,4597,8289,5409,58235,8949,381,48675,3832,1020,1558,2019,3692,79.4,6.2,1.7,2.5,3.3,6.0
E07000188,SEDGEMOOR,59064,59002,91.1,12.4,4.6,0.7,1.8,3.1,8.8,3.6,96.8,0.0,0.0,53823,7350,2741,438,1039,1822,5179,2154,57154,0,0,46473,7350,438,601,783,3357,78.7,12.4,0.7,1.0,1.3,5.7
E08000014,SEFTON,135018,134865,98.3,64.2,10.0,0.0,0.1,0.3,1.6,0.4,99.4,0.2,0.0,132683,86744,13441,46,178,362,2182,532,134232,219,0,45939,86744,46,132,184,1820,34.0,64.2,0.0,0.1,0.1,1.3
E07000169,SELBY,42689,42619,89.3,11.5,11.5,0.9,1.8,2.9,10.5,3.2,96.5,15.0,13.9,38117,4890,4888,382,765,1222,4502,1376,41213,6393,5918,33227,4890,382,383,457,3280,77.8,11.5,0.9,0.9,1.1,7.7
E07000111,SEVENOAKS,53115,53079,91.5,28.0,4.0,0.3,0.6,1.4,8.4,1.5,99.3,0.0,0.0,48620,14855,2121,134,339,759,4459,817,52731,0,0,33765,14855,134,205,420,3700,63.6,28.0,0.3,0.4,0.8,7.0
E08000019,SHEFFIELD,271375,271143,95.0,44.9,3.1,0.0,0.1,0.5,5.0,0.8,96.1,0.0,0.0,257699,121798,8281,76,248,1389,13444,2160,260822,0,0,135901,121798,76,172,1141,12055,50.1,44.9,0.0,0.1,0.4,4.4
S12000027,SHETLAND ISLANDS,11148,10815,69.0,0.6,0.6,3.5,7.9,17.5,28.0,20.7,83.2,0.0,0.0,7693,71,71,393,881,1954,3122,2309,9272,0,0,7622,71,393,488,1073,1168,68.4,0.6,3.5,4.4,9.6,10.5
E06000051,SHROPSHIRE,152374,151872,86.9,12.4,4.8,0.9,3.0,5.7,12.8,6.3,96.0,41.7,15.8,132399,18969,7375,1364,4529,8745,19473,9671,146246,63559,24133,113430,18969,1364,3165,4216,10728,74.4,12.4,0.9,2.1,2.8,7.0
E06000039,SLOUGH,57444,57361,98.7,84.6,5.1,0.0,0.1,0.3,1.2,0.5,98.9,0.0,0.0,56699,48589,2912,7,43,167,662,260,56835,0,0,8110,48589,7,36,124,495,14.1,84.6,0.0,0.1,0.2,0.9
E08000029,SOLIHULL,96819,96761,97.0,80.0,15.1,0.0,0.3,1.1,3.0,1.2,97.9,0.0,0.0,93904,77498,14637,23,270,1018,2857,1152,94806,0,0,16406,77498,23,247,748,1839,16.9,80.0,0.0,0.3,0.8,1.9
E07000246,SOMERSET WEST AND TAUNTON,77209,77054,88.8,12.0,3.7,0.9,2.8,5.2,11.0,5.8,95.8,3.2,1.4,68563,9271,2860,728,2151,4001,8491,4459,73984,2459,1065,59292,9271,728,1423,1850,4490,76.8,12.0,0.9,1.8,2.4,5.8
S12000028,SOUTH AYRSHIRE,58815,58728,93.8,56.2,0.9,0.4,1.2,2.7,6.0,3.0,98.2,0.0,0.0,55184,33040,548,227,731,1579,3544,1757,57753,0,0,22144,33040,227,504,848,1965,37.7,56.2,0.4,0.9,1.4,3.3
E07000006,SOUTH BUCKS,31243,31233,90.5,37.7,13.5,0.0,0.6,2.3,9.5,2.6,97.0,0.0,0.0,28265,11786,4205,14,201,714,2968,825,30317,0,0,16479,11786,14,187,513,2254,52.7,37.7,0.0,0.6,1.6,7.2
E07000012,SOUTH CAMBRIDGESHIRE,70241,70203,95.3,52.4,13.0,0.2,0.5,1.4,4.7,1.5,98.5,0.8,0.5,66926,36813,9145,150,378,978,3277,1064,69204,548,343,30113,36813,150,228,600,2299,42.9,52.4,0.2,0.3,0.9,3.3
E07000039,SOUTH DERBYSHIRE,47895,47774,92.6,22.0,11.9,0.3,1.3,2.1,7.1,2.5,98.5,0.0,0.0,44357,10517,5702,148,625,1001,3417,1217,47168,0,0,33840,10517,148,477,376,2416,70.7,22.0,0.3,1.0,0.8,5.0
E06000025,SOUTH GLOUCESTERSHIRE,125562,125457,97.9,73.1,8.2,0.1,0.3,0.7,2.1,0.9,99.3,0.0,0.0,122872,91801,10303,172,367,918,2585,1085,124624,0,0,31071,91801,172,195,551,1667,24.7,73.1,0.1,0.2,0.4,1.3
E07000044,SOUTH HAMS,48059,47926,80.8,16.2,12.3,0.8,2.9,7.3,18.9,8.2,93.9,25.7,16.1,38835,7797,5917,379,1413,3523,9091,3920,45110,12371,7719,31038,7797,379,1034,2110,5568,64.6,16.2,0.8,2.2,4.4,11.6
E07000140,SOUTH HOLLAND,43664,43547,88.0,7.2,5.7,0.4,1.9,3.6,11.7,3.9,98.4,0.5,0.5,38420,3162,2471,180,818,1559,5127,1685,42964,231,223,35258,3162,180,638,741,3568,80.7,7.2,0.4,1.5,1.7,8.2
E07000141,SOUTH KESTEVEN,68198,68142,92.8,29.4,2.6,0.6,1.1,1.9,7.1,2.2,98.0,0.0,0.0,63311,20022,1763,422,774,1318,4831,1478,66818,27,0,43289,20022,422,352,544,3513,63.5,29.4,0.6,0.5,0.8,5.2
E07000031,SOUTH LAKELAND,60098,60016,93.0,9.7,9.0,0.4,1.2,2.2,6.9,2.4,98.5,38.7,31.6,55867,5816,5396,269,708,1299,4149,1468,59176,23280,19016,50051,5816,269,439,591,2850,83.3,9.7,0.4,0.7,1.0,4.7
S12000029,SOUTH LANARKSHIRE,159202,159059,95.3,60.9,6.6,0.4,1.0,2.1,4.6,2.3,98.4,0.0,0.0,151776,97016,10501,655,1638,3373,7283,3613,156687,0,0,54760,97016,655,983,1735,3910,34.4,60.9,0.4,0.6,1.1,2.5
E07000149,SOUTH NORFOLK,65189,65116,88.6,7.8,3.2,0.4,1.9,3.6,11.3,3.9,97.2,0.0,0.0,57739,5057,2083,237,1223,2321,7377,2521,63396,0,0,52682,5057,237,986,1098,5056,80.8,7.8,0.4,1.5,1.7,7.8
