Area,Year,Region,SFBB,UFBB,Income
WEST BERKSHIRE,2020,South East,96.2,67.3,35113.0
WEST OXFORDSHIRE,2020,South East,96.3,51.6,33527.0
WINCHESTER,2020,South East,91.1,41.8,35605.0
WORTHING,2020,South East,99.2,86.4,29374.0
BATH AND NORTH EAST SOMERSET,2020,South West,89.9,50.9,31098.0
"BRISTOL, CITY OF",2020,South West,95.4,85.9,32339.0
CHELTENHAM,2020,South West,98.3,69.4,33694.0
CORNWALL,2020,South West,89.2,34.9,27244.0
EAST DEVON,2020,South West,87.2,8.8,29456.0
EXETER,2020,South West,95.3,82.1,30897.0
GLOUCESTER,2020,South West,98.0,83.5,27491.0
MENDIP,2020,South West,83.9,26.4,29458.0
MID DEVON,2020,South West,78.2,4.2,26961.0
NORTH SOMERSET,2020,South West,90.5,32.0,34638.0
PLYMOUTH,2020,South West,96.6,85.2,28165.0
SEDGEMOOR,2020,South West,91.1,12.4,27702.0
SOUTH GLOUCESTERSHIRE,2020,South West,97.9,73.1,31965.0
SOUTH HAMS,2020,South West,80.8,16.2,29781.0
SOUTH SOMERSET,2020,South West,87.6,1.6,30901.0
STROUD,2020,South West,89.1,14.8,31607.0
SWINDON,2020,South West,91.9,76.3,31912.0
TEIGNBRIDGE,2020,South West,87.5,28.5,25136.0
TORBAY,2020,South West,94.1,58.1,27029.0
TORRIDGE,2020,South West,81.3,3.3,26932.0
WEST DEVON,2020,South West,78.0,7.5,26500.0
WILTSHIRE,2020,South West,93.3,37.5,31172.0
BLAENAU GWENT,2020,Wales,97.2,1.7,26204.0
BRIDGEND,2020,Wales,96.1,19.9,28838.0
CAERPHILLY,2020,Wales,97.2,11.9,28309.0
CARDIFF,2020,Wales,97.0,79.8,28785.0
CARMARTHENSHIRE,2020,Wales,86.1,15.6,29356.0
CEREDIGION,2020,Wales,79.0,17.8,26223.0
DENBIGHSHIRE,2020,Wales,90.0,5.4,26188.0
FLINTSHIRE,2020,Wales,93.2,14.9,28399.0
ISLE OF ANGLESEY,2020,Wales,88.5,15.1,27319.0
MERTHYR TYDFIL,2020,Wales,96.5,2.4,25916.0
MONMOUTHSHIRE,2020,Wales,85.9,14.4,34414.0
NEATH PORT TALBOT,2020,Wales,97.0,57.8,27544.0
NEWPORT,2020,Wales,97.1,67.2,29535.0
PEMBROKESHIRE,2020,Wales,87.0,5.2,27934.0
POWYS,2020,Wales,76.8,15.4,28336.0
SWANSEA,2020,Wales,97.3,72.2,27905.0
TORFAEN,2020,Wales,95.1,36.0,29124.0
VALE OF GLAMORGAN,2020,Wales,95.6,52.0,30016.0
WREXHAM,2020,Wales,93.7,30.9,29282.0
BIRMINGHAM,2020,West Midlands,95.2,83.4,29341.0
BROMSGROVE,2020,West Midlands,94.7,28.4,34047.0
CANNOCK CHASE,2020,West Midlands,97.2,22.4,27352.0
COVENTRY,2020,West Midlands,95.9,80.4,29589.0
DUDLEY,2020,West Midlands,99.2,89.4,31091.0
EAST STAFFORDSHIRE,2020,West Midlands,94.4,28.0,29485.0
"HEREFORDSHIRE, COUNTY OF",2020,West Midlands,85.5,16.2,28463.0
LICHFIELD,2020,West Midlands,95.8,64.2,36396.0
NEWCASTLE-UNDER-LYME,2020,West Midlands,96.4,64.7,29040.0
NORTH WARWICKSHIRE,2020,West Midlands,95.2,23.4,31388.0
NUNEATON AND BEDWORTH,2020,West Midlands,99.0,75.8,28734.0
RUGBY,2020,West Midlands,96.0,58.6,32429.0
SANDWELL,2020,West Midlands,99.3,74.3,25938.0
SHROPSHIRE,2020,West Midlands,86.9,12.4,30105.0
SOLIHULL,2020,West Midlands,97.0,80.0,34671.0
SOUTH STAFFORDSHIRE,2020,West Midlands,92.7,30.4,36519.0
STAFFORD,2020,West Midlands,92.9,60.4,31066.0
STOKE-ON-TRENT,2020,West Midlands,97.6,75.4,26995.0
STRATFORD-ON-AVON,2020,West Midlands,92.7,30.6,33371.0
TAMWORTH,2020,West Midlands,98.9,81.4,25604.0
TELFORD AND WREKIN,2020,West Midlands,97.7,75.9,27902.0
WALSALL,2020,West Midlands,98.4,71.8,27755.0
WARWICK,2020,West Midlands,97.2,71.7,35675.0
WOLVERHAMPTON,2020,West Midlands,98.1,87.3,25609.0
WORCESTER,2020,West Midlands,98.6,10.1,27598.0
WYCHAVON,2020,West Midlands,92.3,9.8,28601.0
WYRE FOREST,2020,West Midlands,96.7,45.9,30212.0
BARNSLEY,2020,Yorkshire,98.0,61.6,27181.0
BRADFORD,2020,Yorkshire,96.4,75.8,27974.0
CALDERDALE,2020,Yorkshire,94.9,43.1,28030.0
DONCASTER,2020,Yorkshire,96.8,45.5,29008.0
EAST RIDING OF YORKSHIRE,2020,Yorkshire,94.0,42.2,31667.0
HAMBLETON,2020,Yorkshire,87.6,4.7,30579.0
HARROGATE,2020,Yorkshire,90.9,52.6,32670.0
"KINGSTON UPON HULL, CITY OF",2020,Yorkshire,98.2,97.0,24820.0
KIRKLEES,2020,Yorkshire,97.0,63.4,28851.0
LEEDS,2020,Yorkshire,96.3,80.2,30249.0
NORTH EAST LINCOLNSHIRE,2020,Yorkshire,97.0,87.8,28583.0
NORTH LINCOLNSHIRE,2020,Yorkshire,93.7,40.8,29204.0
RICHMONDSHIRE,2020,Yorkshire,83.6,11.4,25027.0
ROTHERHAM,2020,Yorkshire,98.2,58.5,28404.0
RYEDALE,2020,Yorkshire,82.6,6.9,26326.0
SELBY,2020,Yorkshire,89.3,11.5,34106.0
SHEFFIELD,2020,Yorkshire,95.0,44.9,28360.0
WAKEFIELD,2020,Yorkshire,95.3,46.7,26106.0
YORK,2020,Yorkshire,93.8,71.8,30054.0
BASILDON,2021,East,97.9,77.6,32745.0
BEDFORD,2021,East,97.0,72.3,31036.0
BRAINTREE,2021,East,93.2,12.9,31945.0
BRECKLAND,2021,East,90.7,17.6,26960.0
BROADLAND,2021,East,94.1,40.1,30400.0
BROXBOURNE,2021,East,98.7,82.9,34615.0
CAMBRIDGE,2021,East,98.2,87.8,36913.0
CENTRAL BEDFORDSHIRE,2021,East,97.0,66.8,35000.0
CHELMSFORD,2021,East,94.9,58.0,37345.0
COLCHESTER,2021,East,94.5,56.1,31445.0
DACORUM,2021,East,96.5,73.5,33924.0
EAST CAMBRIDGESHIRE,2021,East,94.8,39.3,32523.0
EAST HERTFORDSHIRE,2021,East,95.0,65.6,38763.0
EPPING FOREST,2021,East,94.4,76.8,36691.0
FENLAND,2021,East,94.5,58.7,27655.0
HARLOW,2021,East,96.1,88.2,29234.0
HERTSMERE,2021,East,97.5,73.7,35275.0
HUNTINGDONSHIRE,2021,East,95.7,52.2,30577.0
IPSWICH,2021,East,98.1,84.1,28222.0
KING'S LYNN AND WEST NORFOLK,2021,East,91.3,7.0,28115.0
LUTON,2021,East,99.1,90.1,29258.0
MID SUFFOLK,2021,East,92.0,15.1,30000.0
NORTH HERTFORDSHIRE,2021,East,95.9,69.4,38477.0
NORTH NORFOLK,2021,East,90.4,4.4,28019.0
PETERBOROUGH,2021,East,98.0,81.9,28646.0
SOUTH CAMBRIDGESHIRE,2021,East,95.1,52.5,39853.0
SOUTH NORFOLK,2021,East,91.2,14.9,32028.0
SOUTHEND-ON-SEA,2021,East,97.0,67.4,35588.0
TENDRING,2021,East,96.2,8.9,29994.0
THREE RIVERS,2021,East,96.5,74.9,35093.0
THURROCK,2021,East,95.2,74.2,35027.0
WATFORD,2021,East,98.7,85.9,30876.0
WELWYN HATFIELD,2021,East,96.9,73.3,31635.0
AMBER VALLEY,2021,East Midlands,95.3,27.3,31174.0
ASHFIELD,2021,East Midlands,98.2,86.2,27366.0
BLABY,2021,East Midlands,97.7,70.2,29137.0
BOLSOVER,2021,East Midlands,94.8,37.4,26718.0
BOSTON,2021,East Midlands,91.0,4.5,24655.0
BROXTOWE,2021,East Midlands,98.8,90.4,32458.0
CHARNWOOD,2021,East Midlands,97.3,69.5,29279.0
CHESTERFIELD,2021,East Midlands,97.1,52.8,26646.0
DERBY,2021,East Midlands,98.7,88.8,30739.0
DERBYSHIRE DALES,2021,East Midlands,89.3,8.4,28282.0
EAST LINDSEY,2021,East Midlands,87.7,15.3,25737.0
EREWASH,2021,East Midlands,98.0,75.2,30255.0
GEDLING,2021,East Midlands,98.7,86.4,30372.0
HARBOROUGH,2021,East Midlands,94.8,33.8,36004.0
HIGH PEAK,2021,East Midlands,92.6,7.6,28665.0
HINCKLEY AND BOSWORTH,2021,East Midlands,96.1,62.0,30866.0
LEICESTER,2021,East Midlands,98.8,91.2,25355.0
LINCOLN,2021,East Midlands,98.0,80.2,25632.0
MELTON,2021,East Midlands,93.3,46.1,24017.0
NEWARK AND SHERWOOD,2021,East Midlands,95.1,54.1,30437.0
NORTH WEST LEICESTERSHIRE,2021,East Midlands,96.4,67.5,31381.0
NOTTINGHAM,2021,East Midlands,98.2,91.0,25196.0
RUSHCLIFFE,2021,East Midlands,97.1,72.1,34425.0
RUTLAND,2021,East Midlands,91.7,12.8,32597.0
SOUTH DERBYSHIRE,2021,East Midlands,93.6,31.4,32744.0
SOUTH HOLLAND,2021,East Midlands,88.5,8.9,30880.0
WEST LINDSEY,2021,East Midlands,85.5,31.5,31829.0
BARKING AND DAGENHAM,2021,London,98.7,89.8,32931.0
BARNET,2021,London,97.2,57.0,35716.0
BEXLEY,2021,London,97.1,78.7,37572.0
BRENT,2021,London,96.7,71.8,33805.0
BROMLEY,2021,London,97.6,86.3,41170.0
CAMDEN,2021,London,95.9,87.0,39994.0
CROYDON,2021,London,96.0,83.6,36347.0
EALING,2021,London,98.0,73.6,34190.0
ENFIELD,2021,London,96.8,86.3,35586.0
GREENWICH,2021,London,98.0,77.8,35598.0
HACKNEY,2021,London,96.5,71.1,36351.0
HAMMERSMITH AND FULHAM,2021,London,93.4,56.6,39430.0
HARINGEY,2021,London,98.3,83.8,35963.0
HARROW,2021,London,97.6,76.7,38827.0
HAVERING,2021,London,95.7,80.3,35885.0
HILLINGDON,2021,London,96.0,84.7,35695.0
HOUNSLOW,2021,London,97.3,85.9,32516.0
ISLINGTON,2021,London,94.6,80.1,42786.0
KINGSTON UPON THAMES,2021,London,97.8,86.7,40572.0
LAMBETH,2021,London,95.5,66.0,40511.0
LEWISHAM,2021,London,94.8,63.1,35365.0
MERTON,2021,London,98.2,86.8,34127.0
NEWHAM,2021,London,97.6,81.5,34869.0
REDBRIDGE,2021,London,97.1,81.7,37118.0
RICHMOND UPON THAMES,2021,London,97.7,84.2,42151.0
SOUTHWARK,2021,London,92.9,75.6,38030.0
SUTTON,2021,London,98.2,84.4,36459.0
TOWER HAMLETS,2021,London,92.1,67.3,40533.0
WALTHAM FOREST,2021,London,96.0,86.9,36096.0
WANDSWORTH,2021,London,96.7,75.3,43651.0
WESTMINSTER,2021,London,88.6,60.9,41977.0
COUNTY DURHAM,2021,North East,93.9,22.3,28259.0
GATESHEAD,2021,North East,95.5,69.9,26937.0
HARTLEPOOL,2021,North East,96.1,88.1,27717.0
MIDDLESBROUGH,2021,North East,95.4,88.4,26393.0
NEWCASTLE UPON TYNE,2021,North East,96.0,69.4,30264.0
NORTH TYNESIDE,2021,North East,98.5,70.0,29029.0
NORTHUMBERLAND,2021,North East,92.8,9.2,28229.0
REDCAR AND CLEVELAND,2021,North East,96.3,83.7,24781.0
SOUTH TYNESIDE,2021,North East,97.8,76.3,27356.0
STOCKTON-ON-TEES,2021,North East,95.1,84.8,27834.0
SUNDERLAND,2021,North East,96.3,60.3,24961.0
ALLERDALE,2021,North West,92.5,3.1,35461.0
BARROW-IN-FURNESS,2021,North West,98.5,1.0,34664.0
BLACKBURN WITH DARWEN,2021,North West,97.3,67.3,25902.0
BLACKPOOL,2021,North West,98.4,70.4,22833.0
BOLTON,2021,North West,98.2,84.4,26965.0
BURNLEY,2021,North West,97.9,79.0,26983.0
BURY,2021,North West,97.2,60.3,31341.0
CARLISLE,2021,North West,93.5,47.9,26396.0
CHESHIRE EAST,2021,North West,93.5,40.7,32103.0
CHESHIRE WEST AND CHESTER,2021,North West,94.9,41.4,32921.0
CHORLEY,2021,North West,95.4,55.9,33647.0
COPELAND,2021,North West,94.8,1.6,42995.0
EDEN,2021,North West,80.9,5.3,31770.0
FYLDE,2021,North West,93.9,33.4,30889.0
HALTON,2021,North West,96.9,63.2,28829.0
HYNDBURN,2021,North West,97.4,72.8,26927.0
KNOWSLEY,2021,North West,98.6,78.1,29493.0
LIVERPOOL,2021,North West,94.5,78.4,30000.0
MANCHESTER,2021,North West,92.8,70.1,27502.0
OLDHAM,2021,North West,98.1,76.1,27594.0
PRESTON,2021,North West,97.1,68.8,27425.0
ROCHDALE,2021,North West,97.6,64.9,25742.0
ROSSENDALE,2021,North West,94.0,43.3,29019.0
SALFORD,2021,North West,95.5,82.1,28081.0
SEFTON,2021,North West,98.1,65.8,30585.0
SOUTH RIBBLE,2021,North West,96.8,67.0,28260.0
ST. HELENS,2021,North West,97.2,83.6,29355.0
STOCKPORT,2021,North West,98.1,82.6,30724.0
TAMESIDE,2021,North West,96.7,56.1,27706.0
TRAFFORD,2021,North West,97.7,66.4,34936.0
WARRINGTON,2021,North West,96.8,68.5,31517.0
WEST LANCASHIRE,2021,North West,94.5,37.5,29454.0
WIGAN,2021,North West,98.6,85.5,30809.0
WIRRAL,2021,North West,97.9,72.5,29653.0
ABERDEEN CITY,2021,Scotland,94.3,50.8,29949.0
ABERDEENSHIRE,2021,Scotland,82.8,8.5,32605.0
ANGUS,2021,Scotland,86.8,14.4,30305.0
ARGYLL AND BUTE,2021,Scotland,77.8,1.6,26902.0
CITY OF EDINBURGH,2021,Scotland,97.5,84.0,33241.0
DUMFRIES AND GALLOWAY,2021,Scotland,84.6,6.1,27555.0
DUNDEE CITY,2021,Scotland,98.5,84.9,28192.0
EAST AYRSHIRE,2021,Scotland,95.5,44.6,32383.0
EAST DUNBARTONSHIRE,2021,Scotland,96.1,77.0,37402.0
EAST LOTHIAN,2021,Scotland,92.7,29.6,30788.0
EAST RENFREWSHIRE,2021,Scotland,95.9,70.0,44557.0
FALKIRK,2021,Scotland,96.9,85.0,30122.0
FIFE,2021,Scotland,95.3,52.8,30810.0
GLASGOW CITY,2021,Scotland,97.0,65.5,31872.0
HIGHLAND,2021,Scotland,81.2,11.5,31191.0
INVERCLYDE,2021,Scotland,96.8,72.9,31353.0
MIDLOTHIAN,2021,Scotland,93.3,40.9,30449.0
MORAY,2021,Scotland,84.3,13.2,28685.0
NORTH AYRSHIRE,2021,Scotland,94.3,31.2,32862.0
NORTH LANARKSHIRE,2021,Scotland,97.8,75.4,31107.0
ORKNEY ISLANDS,2021,Scotland,64.7,1.1,26998.0
PERTH AND KINROSS,2021,Scotland,85.2,35.1,30172.0
RENFREWSHIRE,2021,Scotland,95.6,74.9,34606.0
SCOTTISH BORDERS,2021,Scotland,85.6,17.7,28226.0
SHETLAND ISLANDS,2021,Scotland,70.1,1.8,33729.0
SOUTH AYRSHIRE,2021,Scotland,93.9,57.1,34065.0
SOUTH LANARKSHIRE,2021,Scotland,95.7,66.6,33630.0
WEST DUNBARTONSHIRE,2021,Scotland,98.3,88.4,31093.0
WEST LOTHIAN,2021,Scotland,96.9,76.2,30623.0
ARUN,2021,South East,96.5,8.7,28733.0
ASHFORD,2021,South East,89.7,45.1,29417.0
BASINGSTOKE AND DEANE,2021,South East,95.6,56.8,36817.0
BRACKNELL FOREST,2021,South East,95.8,58.5,37296.0
BRIGHTON AND HOVE,2021,South East,97.3,81.2,32816.0
CANTERBURY,2021,South East,93.9,4.7,30242.0
CHICHESTER,2021,South East,90.3,22.8,30000.0
CRAWLEY,2021,South East,98.5,80.7,31335.0
DOVER,2021,South East,92.8,34.5,30282.0
EAST HAMPSHIRE,2021,South East,92.3,39.7,33802.0
EASTBOURNE,2021,South East,98.6,3.0,28864.0
EASTLEIGH,2021,South East,97.4,73.2,34870.0
ELMBRIDGE,2021,South East,98.1,70.6,41943.0
EPSOM AND EWELL,2021,South East,99.5,88.6,35293.0
GOSPORT,2021,South East,99.1,85.7,31495.0
GRAVESHAM,2021,South East,96.0,64.5,31314.0
GUILDFORD,2021,South East,96.1,64.6,40401.0
HASTINGS,2021,South East,98.2,3.2,26450.0
HAVANT,2021,South East,98.8,85.7,29041.0
HORSHAM,2021,South East,92.9,31.9,35198.0
ISLE OF WIGHT,2021,South East,93.6,30.9,27374.0
LEWES,2021,South East,96.3,24.7,34195.0
MAIDSTONE,2021,South East,91.8,56.9,32000.0
MEDWAY,2021,South East,97.1,77.9,30981.0
MILTON KEYNES,2021,South East,97.9,87.2,33927.0
NEW FOREST,2021,South East,93.0,24.1,32425.0
OXFORD,2021,South East,97.4,77.8,34896.0
PORTSMOUTH,2021,South East,97.2,90.1,28827.0
READING,2021,South East,98.6,85.5,36500.0
REIGATE AND BANSTEAD,2021,South East,97.4,73.4,37684.0
RUNNYMEDE,2021,South East,96.2,68.7,36627.0
RUSHMOOR,2021,South East,97.0,81.1,35076.0
SEVENOAKS,2021,South East,92.3,44.4,38798.0
SLOUGH,2021,South East,98.7,87.0,34371.0
SOUTH OXFORDSHIRE,2021,South East,95.9,46.2,36732.0
SOUTHAMPTON,2021,South East,96.8,87.3,30615.0
SPELTHORNE,2021,South East,96.3,78.9,38832.0
SURREY HEATH,2021,South East,97.9,65.9,42219.0
SWALE,2021,South East,93.0,39.0,31586.0
TANDRIDGE,2021,South East,93.5,48.3,38435.0
TEST VALLEY,2021,South East,93.5,64.5,33186.0
THANET,2021,South East,96.5,52.7,28176.0
TUNBRIDGE WELLS,2021,South East,91.8,42.2,35735.0
VALE OF WHITE HORSE,2021,South East,96.1,60.3,35375.0
WAVERLEY,2021,South East,93.6,16.2,41377.0
WEALDEN,2021,South East,94.1,17.3,31090.0
WEST BERKSHIRE,2021,South East,97.2,68.4,34724.0
WEST OXFORDSHIRE,2021,South East,98.3,61.0,32028.0
WINCHESTER,2021,South East,91.4,44.3,37203.0
WORTHING,2021,South East,99.3,92.4,30358.0
BATH AND NORTH EAST SOMERSET,2021,South West,93.4,59.3,30906.0
"BRISTOL, CITY OF",2021,South West,95.9,88.9,32452.0
CHELTENHAM,2021,South West,98.6,69.0,34101.0
CORNWALL,2021,South West,87.1,34.1,25597.0
EAST DEVON,2021,South West,89.0,31.8,29274.0
EXETER,2021,South West,95.8,86.7,30444.0
GLOUCESTER,2021,South West,98.7,86.5,27668.0
MENDIP,2021,South West,86.3,41.1,28527.0
MID DEVON,2021,South West,78.1,7.7,27883.0
NORTH SOMERSET,2021,South West,92.0,48.8,30359.0
PLYMOUTH,2021,South West,97.3,86.6,25903.0
SEDGEMOOR,2021,South West,92.9,19.8,28048.0
SOUTH GLOUCESTERSHIRE,2021,South West,97.9,78.4,31714.0
SOUTH HAMS,2021,South West,81.7,23.5,31341.0
SOUTH SOMERSET,2021,South West,88.2,5.9,30108.0
STROUD,2021,South West,90.1,18.3,30183.0
SWINDON,2021,South West,92.9,81.0,30662.0
TEIGNBRIDGE,2021,South West,88.5,36.4,26930.0
TORBAY,2021,South West,93.8,68.1,26416.0
TORRIDGE,2021,South West,80.6,3.5,26537.0
WEST DEVON,2021,South West,78.3,28.4,25588.0
WILTSHIRE,2021,South West,94.4,43.9,30399.0
BLAENAU GWENT,2021,Wales,96.5,3.6,27747.0
BRIDGEND,2021,Wales,97.0,34.5,29667.0
CAERPHILLY,2021,Wales,97.9,24.4,29289.0
CARDIFF,2021,Wales,97.5,83.2,29288.0
CARMARTHENSHIRE,2021,Wales,86.3,22.0,29769.0
CEREDIGION,2021,Wales,80.6,20.7,27902.0
DENBIGHSHIRE,2021,Wales,89.8,9.1,26974.0
FLINTSHIRE,2021,Wales,94.1,28.4,30054.0
ISLE OF ANGLESEY,2021,Wales,88.3,16.2,28760.0
MERTHYR TYDFIL,2021,Wales,97.7,20.7,27074.0
MONMOUTHSHIRE,2021,Wales,86.2,16.4,34012.0
NEATH PORT TALBOT,2021,Wales,96.9,58.9,30620.0
NEWPORT,2021,Wales,97.0,69.7,29017.0
PEMBROKESHIRE,2021,Wales,87.6,6.4,29558.0
POWYS,2021,Wales,77.4,16.2,27414.0
SWANSEA,2021,Wales,97.4,77.2,28827.0
TORFAEN,2021,Wales,96.1,40.7,26454.0
VALE OF GLAMORGAN,2021,Wales,96.3,58.7,29564.0
WREXHAM,2021,Wales,94.1,39.1,27793.0
BIRMINGHAM,2021,West Midlands,95.6,89.2,28998.0
BROMSGROVE,2021,West Midlands,96.4,64.4,34490.0
CANNOCK CHASE,2021,West Midlands,97.7,25.8,29308.0
COVENTRY,2021,West Midlands,97.8,91.2,30763.0
DUDLEY,2021,West Midlands,99.0,89.7,29438.0
EAST STAFFORDSHIRE,2021,West Midlands,94.4,34.9,28232.0
"HEREFORDSHIRE, COUNTY OF",2021,West Midlands,87.4,22.8,29258.0
LICHFIELD,2021,West Midlands,95.7,64.7,35714.0
NEWCASTLE-UNDER-LYME,2021,West Midlands,95.8,65.4,29615.0
NORTH WARWICKSHIRE,2021,West Midlands,96.0,30.9,31332.0
NUNEATON AND BEDWORTH,2021,West Midlands,98.7,79.4,28928.0
RUGBY,2021,West Midlands,96.9,64.6,33364.0
SANDWELL,2021,West Midlands,99.1,81.2,26630.0
SHROPSHIRE,2021,West Midlands,86.1,16.3,29558.0
SOLIHULL,2021,West Midlands,97.2,86.8,35516.0
SOUTH STAFFORDSHIRE,2021,West Midlands,92.1,31.5,33075.0
STAFFORD,2021,West Midlands,93.9,64.1,31356.0
STOKE-ON-TRENT,2021,West Midlands,97.7,80.2,26766.0
STRATFORD-ON-AVON,2021,West Midlands,93.4,37.0,33923.0
TAMWORTH,2021,West Midlands,99.0,82.1,27879.0
TELFORD AND WREKIN,2021,West Midlands,97.4,76.9,28450.0
WALSALL,2021,West Midlands,98.1,75.6,28515.0
WARWICK,2021,West Midlands,97.7,74.2,36862.0
WOLVERHAMPTON,2021,West Midlands,98.1,83.1,27503.0
WORCESTER,2021,West Midlands,98.6,10.3,29984.0
WYCHAVON,2021,West Midlands,93.8,16.3,28189.0
WYRE FOREST,2021,West Midlands,96.6,47.7,29010.0
BARNSLEY,2021,Yorkshire,97.9,65.7,27723.0
BRADFORD,2021,Yorkshire,96.3,78.8,28421.0
CALDERDALE,2021,Yorkshire,94.8,49.3,27899.0
DONCASTER,2021,Yorkshire,97.5,61.0,28761.0
EAST RIDING OF YORKSHIRE,2021,Yorkshire,95.5,56.4,30361.0
HAMBLETON,2021,Yorkshire,89.0,6.9,28409.0
HARROGATE,2021,Yorkshire,91.8,54.5,32778.0
"KINGSTON UPON HULL, CITY OF",2021,Yorkshire,98.5,97.5,26048.0
KIRKLEES,2021,Yorkshire,97.0,72.5,27968.0
LEEDS,2021,Yorkshire,96.5,82.8,30889.0
NORTH EAST LINCOLNSHIRE,2021,Yorkshire,96.8,88.5,28110.0
NORTH LINCOLNSHIRE,2021,Yorkshire,93.6,46.2,29530.0
RICHMONDSHIRE,2021,Yorkshire,84.2,12.8,26798.0
ROTHERHAM,2021,Yorkshire,98.1,60.0,27583.0
RYEDALE,2021,Yorkshire,83.3,7.6,26069.0
SELBY,2021,Yorkshire,92.4,19.6,33062.0
SHEFFIELD,2021,Yorkshire,96.0,47.8,30625.0
WAKEFIELD,2021,Yorkshire,95.9,55.3,28166.0
YORK,2021,Yorkshire,94.1,73.4,30878.0
